App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Sentiment_Polarity,Apple_Store_Rating,Apple_Store_Reviews,Apple_Store_Price
Polaris Office for LG,BUSINESS,4.2,30847,55.0,5000000,Free,0.0,Everyone,Business,2018-02-08,7.3.21,4.1 and up,0.0,,,
Call Blocker,BUSINESS,4.6,188841,3.2,5000000,Free,0.0,Everyone,Business,2018-06-21,1.1.13,4.0 and up,0.0279725829725829,,,
Plugin:AOT v5.0,BUSINESS,3.1,4034,23.0,100000,Free,0.0,Everyone,Business,2015-09-11,3.0.1.11 (Build 311),2.2 and up,0.0,,,
Kariyer.net,BUSINESS,3.9,45964,16.0,1000000,Free,0.0,Everyone,Business,2018-07-18,5.1.5,4.1 and up,0.0,,,
Become a Job - Find a job or advertise,BUSINESS,4.1,6903,14.0,1000000,Free,0.0,Everyone,Business,2018-07-10,2.3.6,4.1 and up,0.0,,,
ZOOM Cloud Meetings,BUSINESS,4.4,31614,37.0,10000000,Free,0.0,Everyone,Business,2018-07-20,4.1.28165.0716,4.0 and up,0.0,,,
"IndiaMART: Search Products, Buy, Sell & Trade",BUSINESS,4.5,207372,11.0,5000000,Free,0.0,Everyone,Business,2018-08-02,12.2.4,4.0 and up,0.0,,,
ViettelPost express delivery,BUSINESS,4.4,1225,25.0,100000,Free,0.0,Everyone,Business,2018-08-01,1.0.6.8,4.1 and up,0.0,,,
MyASUS - Service Center,BUSINESS,4.4,380837,7.3,10000000,Free,0.0,Everyone,Business,2018-07-04,3.4.5,4.2 and up,0.0,,,
Job Korea - Career Jobs,BUSINESS,4.3,10600,6.5,1000000,Free,0.0,Everyone,Business,2018-08-01,2.5.6,4.0 and up,0.0,,,
"104 Looking for a job - looking for a job, looking for a job, looking for a part-time job, health checkup, resume, treatment room",BUSINESS,4.4,74359,25.0,1000000,Free,0.0,Everyone,Business,2018-07-27,1.12.5,4.0 and up,0.0,,,
Myanmar 2D/3D,BUSINESS,4.6,822,3.1,100000,Free,0.0,Everyone,Business,2018-06-08,1.5,4.0.3 and up,0.0,,,
sABN,BUSINESS,4.4,2287,1.5,1000000,Free,0.0,Everyone,Business,2018-03-26,4.9,2.2 and up,0.0,,,
ATI Cargoes and Transportation,BUSINESS,4.7,4162,7.5,100000,Free,0.0,Everyone,Business,2018-07-24,0.9.4,4.0.3 and up,0.0,,,
Secure Folder,BUSINESS,3.8,14760,8.6,50000000,Free,0.0,Everyone,Business,2018-01-31,1.1.07.6,7.0 and up,0.0,,,
Tiny Scanner - PDF Scanner App,BUSINESS,4.7,286897,39.0,10000000,Free,0.0,Everyone,Business,2017-05-30,1.2.6,3.0 and up,0.0,,,
Fast Scanner : Free PDF Scan,BUSINESS,4.5,103755,14.0,10000000,Free,0.0,Everyone,Business,2018-07-11,3.9.2,4.1 and up,0.3130631605631605,,,
Mobile Doc Scanner (MDScan) Lite,BUSINESS,4.2,46505,19.0,1000000,Free,0.0,Everyone,Business,2018-08-02,3.4.49,4.1 and up,0.0,,,
TurboScan: scan documents and receipts in PDF,BUSINESS,4.7,11442,6.8,100000,Paid,4.99,Everyone,Business,2018-03-25,1.5.2,4.0 and up,0.0,,,
Tiny Scanner Pro: PDF Doc Scan,BUSINESS,4.8,10295,39.0,100000,Paid,4.99,Everyone,Business,2017-04-11,3.4.6,3.0 and up,0.0,4.82,160206.0,0.0
Zenefits,BUSINESS,4.2,296,14.0,50000,Free,0.0,Everyone,Business,2018-06-15,3.2.1,4.1 and up,0.0,,,
Google Ads,BUSINESS,4.3,29313,20.0,5000000,Free,0.0,Everyone,Business,2018-07-30,1.12.0,4.0.3 and up,0.1399653371320038,,,
FreshBooks Classic,BUSINESS,4.1,1802,26.0,100000,Free,0.0,Everyone,Business,2018-04-18,1.7.14,4.2 and up,0.1005298927005791,,,
Insightly CRM,BUSINESS,3.8,1383,51.0,100000,Free,0.0,Everyone,Business,2018-07-12,3.24.1,5.0 and up,0.0,,,
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41.0,1000000,Free,0.0,Everyone,Business,2018-07-13,18.7,4.1 and up,0.0,,,
HipChat - Chat Built for Teams,BUSINESS,3.8,5868,20.0,500000,Free,0.0,Everyone,Business,2018-07-03,3.19.005,4.1 and up,-0.0378278767889157,,,
"MailChimp - Email, Marketing Automation",BUSINESS,4.1,5448,12.0,500000,Free,0.0,Everyone,Business,2018-07-25,4.9.1,5.0 and up,0.0,,,
Crew - Free Messaging and Scheduling,BUSINESS,4.6,4159,48.0,500000,Free,0.0,Everyone,Business,2018-07-20,6.1.2,4.0.3 and up,0.4173319523358586,,,
Asana: organize team projects,BUSINESS,4.3,20815,10.0,1000000,Free,0.0,Everyone,Business,2018-07-26,6.4.4,5.0 and up,0.2306454630830486,,,
Google Analytics,BUSINESS,4.5,78662,22.0,1000000,Free,0.0,Everyone,Business,2018-02-13,3.7.5,4.4 and up,0.0,,,
AdWords Express,BUSINESS,4.1,7149,11.0,1000000,Free,0.0,Everyone,Business,2018-07-31,2.6.158,4.0 and up,0.1948439393939394,,,
Accounting App - Zoho Books,BUSINESS,4.5,3079,8.5,100000,Free,0.0,Everyone,Business,2018-08-02,5.20.7,4.1 and up,0.4486644869215291,,,
Invoice & Time Tracking - Zoho,BUSINESS,4.6,5800,8.6,100000,Free,0.0,Everyone,Business,2018-08-02,5.20.7,4.1 and up,0.0,,,
Invoice 2go — Professional Invoices and Estimates,BUSINESS,4.2,16422,28.0,1000000,Free,0.0,Everyone,Business,2018-08-01,10.46.2,4.1 and up,0.0,,,
Cisco Webex Meetings,BUSINESS,4.4,108741,28.0,10000000,Free,0.0,Everyone,Business,2018-07-20,11.1.0,4.3 and up,0.1035770248270248,,,
ZOOM Cloud Meetings,BUSINESS,4.4,31614,37.0,10000000,Free,0.0,Everyone,Business,2018-07-20,4.1.28165.0716,4.0 and up,0.0,,,
ScreenMeet. Easy Phone Meeting,BUSINESS,4.0,624,9.0,100000,Free,0.0,Everyone,Business,2018-03-22,1.2.287,5.0 and up,0.0,,,
Cisco Webex Teams,BUSINESS,4.2,1661,46.0,100000,Free,0.0,Everyone,Business,2018-08-02,3.0.4651,4.4 and up,0.1294181246993747,,,
Start Meeting,BUSINESS,4.1,308,14.0,50000,Free,0.0,Everyone,Business,2018-05-29,3.1.4.0,4.0.3 and up,0.0,,,
ClickMeeting Webinars,BUSINESS,3.8,5211,26.0,1000000,Free,0.0,Everyone,Business,2018-07-30,3.3.0,4.0 and up,0.0,,,
BlueJeans for Android,BUSINESS,3.9,1058,23.0,500000,Free,0.0,Everyone,Business,2018-06-29,2.22.397,5.0 and up,0.0,,,
Zenefits,BUSINESS,4.2,296,14.0,50000,Free,0.0,Everyone,Business,2018-06-15,3.2.1,4.1 and up,0.0,,,
Google Ads,BUSINESS,4.3,29313,20.0,5000000,Free,0.0,Everyone,Business,2018-07-30,1.12.0,4.0.3 and up,0.1399653371320038,,,
FreshBooks Classic,BUSINESS,4.1,1802,26.0,100000,Free,0.0,Everyone,Business,2018-04-18,1.7.14,4.2 and up,0.1005298927005791,,,
Insightly CRM,BUSINESS,3.8,1383,51.0,100000,Free,0.0,Everyone,Business,2018-07-12,3.24.1,5.0 and up,0.0,,,
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41.0,1000000,Free,0.0,Everyone,Business,2018-07-13,18.7,4.1 and up,0.0,,,
HipChat - Chat Built for Teams,BUSINESS,3.8,5868,20.0,500000,Free,0.0,Everyone,Business,2018-07-03,3.19.005,4.1 and up,-0.0378278767889157,,,
"MailChimp - Email, Marketing Automation",BUSINESS,4.1,5448,12.0,500000,Free,0.0,Everyone,Business,2018-07-25,4.9.1,5.0 and up,0.0,,,
Crew - Free Messaging and Scheduling,BUSINESS,4.6,4159,48.0,500000,Free,0.0,Everyone,Business,2018-07-20,6.1.2,4.0.3 and up,0.4173319523358586,,,
Asana: organize team projects,BUSINESS,4.3,20815,10.0,1000000,Free,0.0,Everyone,Business,2018-07-26,6.4.4,5.0 and up,0.2306454630830486,,,
Google Analytics,BUSINESS,4.5,78662,22.0,1000000,Free,0.0,Everyone,Business,2018-02-13,3.7.5,4.4 and up,0.0,,,
AdWords Express,BUSINESS,4.1,7149,11.0,1000000,Free,0.0,Everyone,Business,2018-07-31,2.6.158,4.0 and up,0.1948439393939394,,,
Accounting App - Zoho Books,BUSINESS,4.5,3079,8.5,100000,Free,0.0,Everyone,Business,2018-08-02,5.20.7,4.1 and up,0.4486644869215291,,,
Invoice & Time Tracking - Zoho,BUSINESS,4.6,5800,8.6,100000,Free,0.0,Everyone,Business,2018-08-02,5.20.7,4.1 and up,0.0,,,
Invoice 2go — Professional Invoices and Estimates,BUSINESS,4.2,16422,28.0,1000000,Free,0.0,Everyone,Business,2018-08-01,10.46.2,4.1 and up,0.0,,,
Tiny Scanner - PDF Scanner App,BUSINESS,4.7,286897,39.0,10000000,Free,0.0,Everyone,Business,2017-05-30,1.2.6,3.0 and up,0.0,,,
Fast Scanner : Free PDF Scan,BUSINESS,4.5,103755,14.0,10000000,Free,0.0,Everyone,Business,2018-07-11,3.9.2,4.1 and up,0.3130631605631605,,,
Mobile Doc Scanner (MDScan) Lite,BUSINESS,4.2,46505,19.0,1000000,Free,0.0,Everyone,Business,2018-08-02,3.4.49,4.1 and up,0.0,,,
TurboScan: scan documents and receipts in PDF,BUSINESS,4.7,11442,6.8,100000,Paid,4.99,Everyone,Business,2018-03-25,1.5.2,4.0 and up,0.0,,,
Tiny Scanner Pro: PDF Doc Scan,BUSINESS,4.8,10295,39.0,100000,Paid,4.99,Everyone,Business,2017-04-11,3.4.6,3.0 and up,0.0,4.82,160206.0,0.0
OfficeSuite : Free Office + PDF Editor,BUSINESS,4.3,1002859,35.0,100000000,Free,0.0,Everyone,Business,2018-08-02,9.7.14188,4.1 and up,0.0,4.77,14123.0,0.0
Verify - Receipts & Expenses,BUSINESS,4.5,413,29.0,10000,Free,0.0,Everyone,Business,2018-07-25,2.0.19,5.0 and up,0.0,,,
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41.0,1000000,Free,0.0,Everyone,Business,2018-07-13,18.7,4.1 and up,0.0,,,
Manga Master - Best manga & comic reader,COMICS,4.6,24005,4.9,500000,Free,0.0,Adults only 18+,Comics,2018-07-04,1.1.7.0,4.1 and up,0.0,,,
GANMA! - All original stories free of charge for all original comics,COMICS,4.7,57106,27.0,1000000,Free,0.0,Teen,Comics,2018-07-23,2.11.3,4.1 and up,0.0,,,
Röhrich Werner Soundboard,COMICS,4.7,2249,32.0,500000,Free,0.0,Everyone,Comics,2017-11-16,1.08,4.0.3 and up,0.0,,,
Unicorn Pokez - Color By Number,COMICS,4.8,516,12.0,50000,Free,0.0,Everyone,Comics;Creativity,2018-08-03,1.0.6,4.4 and up,0.0,,,
MangaToon - Comics updated Daily,COMICS,3.9,834,15.0,50000,Free,0.0,Mature 17+,Comics,2018-08-01,1.0.8,4.1 and up,0.0,,,
Manga Net – Best Online Manga Reader,COMICS,4.1,1010,11.0,50000,Free,0.0,Mature 17+,Comics,2018-07-07,1.5,4.1 and up,0.0,,,
Manga Rock - Best Manga Reader,COMICS,4.4,238970,28.0,1000000,Free,0.0,Teen,Comics,2018-07-09,3.4.3_world,5.0 and up,0.0,,,
Manga - read Thai translation,COMICS,4.6,302,2.2,10000,Free,0.0,Teen,Comics,2018-07-03,1.0,4.0 and up,0.0,,,
The Vietnam Story - Fun Stories,COMICS,4.5,438,3.4,10000,Free,0.0,Everyone,Comics,2017-12-27,1.0,2.3 and up,0.0,,,
Dragon Ball Wallpaper - Ringtones,COMICS,4.7,73,8.3,10000,Free,0.0,Everyone,Comics,2018-07-23,1.9,4.0.3 and up,0.0,,,
Funny Jokes Photos,COMICS,4.4,39,4.3,10000,Free,0.0,Everyone 10+,Comics,2018-07-03,1.1,4.2 and up,0.0,,,
Truyện Vui Tý Quậy,COMICS,4.5,144,4.7,10000,Free,0.0,Everyone,Comics,2018-07-19,3.0,4.0.3 and up,0.0,,,
Comic Es - Shojo manga / love comics free of charge ♪ ♪,COMICS,3.9,2181,10.0,100000,Free,0.0,Teen,Comics,2018-03-05,1.2.12,4.0.3 and up,0.0,,,
comico Popular Original Cartoon Updated Everyday Comico,COMICS,3.2,93965,15.0,5000000,Free,0.0,Teen,Comics,2018-07-03,6.3.0,4.0.3 and up,0.0,,,
Daily Manga - Comic & Webtoon,COMICS,3.2,1446,7.1,100000,Free,0.0,Mature 17+,Comics,2018-05-18,1.0,4.0.3 and up,0.0,,,
"漫咖 Comics - Manga,Novel and Stories",COMICS,4.1,12088,21.0,1000000,Free,0.0,Mature 17+,Comics,2018-07-06,2.3.1,4.0.3 and up,0.0,,,
Emmanuella Funny Videos 2018,COMICS,4.5,314,6.1,100000,Free,0.0,Everyone,Comics,2018-05-23,3.1.0,4.1 and up,0.0,,,
Manga Zero - Japanese cartoon and comic reader,COMICS,4.2,15194,15.0,1000000,Free,0.0,Teen,Comics,2018-07-19,4.7.3,4.2 and up,0.0,,,
Marvel Unlimited,COMICS,3.7,22551,11.0,1000000,Free,0.0,Teen,Comics,2018-07-24,3.16.0,4.4 and up,0.0,,,
"Tapas – Comics, Novels, and Stories",COMICS,4.5,29839,29.0,1000000,Free,0.0,Teen,Comics,2018-07-31,4.1.0,4.4 and up,0.0,,,
Children's cartoons (Mithu-Mina-Raju),COMICS,4.6,279,3.3,100000,Free,0.0,Everyone,Comics,2017-12-18,1.6,4.0 and up,0.0,,,
Faustop Sounds,COMICS,4.7,1677,40.0,100000,Free,0.0,Everyone,Comics,2018-05-26,1.7.7,4.1 and up,0.0,,,
Manga Mania - Best online manga reader,COMICS,4.4,757,10.0,10000,Free,0.0,Teen,Comics,2018-05-24,1.0,4.1 and up,0.0,,,
- Free Comics - Comic Apps,COMICS,3.5,115,9.1,10000,Free,0.0,Mature 17+,Comics,2018-07-13,5.0.12,5.0 and up,0.0,,,
Manga AZ - Manga Comic Reader,COMICS,3.3,125,4.7,5000,Free,0.0,Teen,Comics,2018-07-24,1.0.4,4.0.3 and up,0.0,,,
Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,COMICS,4.5,9952,38.0,500000,Free,0.0,Everyone 10+,Comics,2018-07-31,4.3.0,4.1 and up,0.0,,,
Funny Jokes and Stories 2018,COMICS,4.2,21,6.7,5000,Free,0.0,Everyone,Comics,2018-03-31,1.3,4.0 and up,0.0,,,
Hojiboy Tojiboyev Life Hacks,COMICS,5.0,15,37.0,1000,Free,0.0,Everyone,Comics,2018-06-26,2.0,4.0.3 and up,0.0,,,
"Best Wallpapers Backgrounds(100,000+ 4K HD)",COMICS,4.7,3596,7.8,10000,Free,0.0,Teen,Comics,2018-06-16,1.01,4.0.3 and up,0.3004292929292929,,,
think Comics,COMICS,4.4,1006,19.0,50000,Free,0.0,Everyone,Comics,2018-08-03,2.3.3,4.0.3 and up,0.0,,,
Memes Button,COMICS,4.4,5968,5.7,1000000,Free,0.0,Everyone,Comics,2018-05-28,1.4,4.0 and up,0.0,,,
"Laftel - Watching and Announcing Snooping, Streaming",COMICS,4.6,4895,35.0,100000,Free,0.0,Everyone,Comics,2018-08-02,2.4.25,4.4 and up,0.0,,,
Messenger for SMS,COMMUNICATION,4.3,125257,17.0,10000000,Free,0.0,Teen,Communication,2018-06-06,1.8.9,4.1 and up,0.0,,,
My Tele2,COMMUNICATION,4.3,158679,8.8,5000000,Free,0.0,Everyone,Communication,2018-08-03,2.4.1,4.4 and up,0.0,,,
Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4187998,16.0,100000000,Free,0.0,Everyone,Communication,2018-07-18,5.29.3,4.4 and up,0.0,,,
imo beta free calls and text,COMMUNICATION,4.3,659395,11.0,100000000,Free,0.0,Everyone,Communication,2018-06-07,9.8.000000010492,4.0 and up,0.0,4.47,369759.0,0.0
imo free video calls and chat,COMMUNICATION,4.3,4785892,11.0,500000000,Free,0.0,Everyone,Communication,2018-06-08,9.8.000000010501,4.0 and up,0.0,3.82,317.0,0.0
Call Free – Free Call,COMMUNICATION,4.3,30209,15.0,5000000,Free,0.0,Everyone,Communication,2018-07-28,1.3.4,4.1 and up,0.0,,,
Web Browser & Explorer,COMMUNICATION,4.0,36901,6.6,5000000,Free,0.0,Everyone,Communication,2018-07-04,11.8.6,4.0.3 - 7.1.1,0.0,,,
Browser 4G,COMMUNICATION,4.3,192948,6.6,10000000,Free,0.0,Everyone,Communication,2018-06-19,24.6.6,4.0.3 - 7.1.1,0.3370836118538324,,,
Cricket Visual Voicemail,COMMUNICATION,3.9,13698,5.1,10000000,Free,0.0,Everyone,Communication,2018-07-02,3.2.0.100171,4.1 and up,0.0620025918195561,,,
TracFone My Account,COMMUNICATION,3.6,20769,18.0,1000000,Free,0.0,Everyone,Communication,2018-07-11,R6.0.3,4.1 and up,0.0,,,
Firefox Focus: The privacy browser,COMMUNICATION,4.4,36880,4.0,1000000,Free,0.0,Everyone,Communication,2018-07-06,5.2,5.0 and up,0.2092485894097222,,,
TouchPal Keyboard - Fun Emoji & Android Keyboard,COMMUNICATION,4.4,615381,37.0,10000000,Free,0.0,Mature 17+,Communication,2018-08-02,6.7.9.1,4.0.3 and up,0.0,,,
Skype Lite - Free Video Call & Chat,COMMUNICATION,4.2,33053,22.0,5000000,Free,0.0,Everyone,Communication,2018-07-31,1.60.0.31354-release,4.0.3 and up,0.0,,,
UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648120,3.3,100000000,Free,0.0,Teen,Communication,2018-07-18,11.4.0,4.0 and up,0.0,,,
WhatsApp Business,COMMUNICATION,4.4,136662,32.0,10000000,Free,0.0,Everyone,Communication,2018-07-30,2.18.116,4.0.3 and up,0.0,,,
My magenta,COMMUNICATION,3.9,42370,37.0,1000000,Free,0.0,Everyone,Communication,2018-06-25,7.5.1,5.0 and up,0.0,,,
Antillean Gold Telegram (original version),COMMUNICATION,4.4,2939,17.0,100000,Free,0.0,Everyone,Communication,2018-07-16,2.1,4.1 and up,0.0,,,
Omlet Chat,COMMUNICATION,3.9,40751,35.0,10000000,Free,0.0,Teen,Communication,2016-11-04,2.2.7600,4.0.3 and up,0.0,,,
UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17712922,40.0,500000000,Free,0.0,Teen,Communication,2018-08-02,12.8.5.1121,4.0 and up,0.0,4.01,357.0,0.0
My Vodacom SA,COMMUNICATION,3.7,25021,61.0,5000000,Free,0.0,Everyone,Communication,2018-06-26,9.9.0,4.3 and up,0.0,,,
Microsoft Edge,COMMUNICATION,4.3,27187,66.0,5000000,Free,0.0,Everyone,Communication,2018-07-28,42.0.0.2059,4.4 and up,0.0,,,
imo free video calls and chat,COMMUNICATION,4.3,4785988,11.0,500000000,Free,0.0,Everyone,Communication,2018-06-08,9.8.000000010501,4.0 and up,0.0,3.82,317.0,0.0
Hangouts Dialer - Call Phones,COMMUNICATION,4.0,122498,79.0,10000000,Free,0.0,Everyone,Communication,2015-09-02,0.1.100944346,4.0.3 and up,0.0,,,
"Talkatone: Free Texts, Calls & Phone Number",COMMUNICATION,4.1,132014,25.0,10000000,Free,0.0,Everyone,Communication,2018-07-18,6.1,4.2 and up,0.0,,,
Calls & Text by Mo+,COMMUNICATION,4.2,83239,14.0,5000000,Free,0.0,Everyone,Communication,2018-04-19,3.0.4,4.0 and up,0.4666666666666666,,,
"GO SMS Pro - Messenger, Free Themes, Emoji",COMMUNICATION,4.4,2876500,24.0,100000000,Free,0.0,Everyone,Communication,2018-08-01,7.73,4.0 and up,0.2024882756132756,,,
"Messaging+ SMS, MMS Free",COMMUNICATION,4.1,28238,17.0,1000000,Free,0.0,Everyone,Communication,2018-08-02,4.98,2.3 and up,0.0,,,
chomp SMS,COMMUNICATION,4.3,335646,8.3,10000000,Free,0.0,Everyone,Communication,2018-07-26,7.21,2.3 and up,0.0,,,
Text SMS,COMMUNICATION,4.5,349384,8.2,10000000,Free,0.0,Everyone,Communication,2018-07-24,3.47,4.0.3 and up,0.0,,,
mysms SMS Text Messaging Sync,COMMUNICATION,4.3,37320,8.4,1000000,Free,0.0,Everyone,Communication,2018-07-30,6.5.1,4.0.3 and up,0.0,,,
Firefox Focus: The privacy browser,COMMUNICATION,4.4,36893,4.0,1000000,Free,0.0,Everyone,Communication,2018-07-06,5.2,5.0 and up,0.2092485894097222,,,
2ndLine - Second Phone Number,COMMUNICATION,4.2,15880,32.0,1000000,Free,0.0,Everyone,Communication,2018-08-03,5.65.0,4.0 and up,0.1689682088744588,,,
"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4.6,2264916,6.1,50000000,Free,0.0,Everyone,Communication,2018-07-31,5.22.18.0006,4.0 and up,0.0125,,,
Ninesky Browser,COMMUNICATION,4.2,42925,2.8,1000000,Free,0.0,Everyone,Communication,2017-08-27,6.1,2.3 and up,0.0,,,
UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648480,3.3,100000000,Free,0.0,Teen,Communication,2018-07-18,11.4.0,4.0 and up,0.0,,,
UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17714850,40.0,500000000,Free,0.0,Teen,Communication,2018-08-02,12.8.5.1121,4.0 and up,0.0,4.01,357.0,0.0
Ghostery Privacy Browser,COMMUNICATION,4.1,13100,2.2,1000000,Free,0.0,Everyone,Communication,2018-03-20,1.4.1.0,4.0.3 and up,0.0,,,
Web Browser for Android,COMMUNICATION,4.1,55098,4.3,1000000,Free,0.0,Everyone,Communication,2018-06-20,2.2,4.0 and up,0.0,,,
DU Browser—Browse fast & fun,COMMUNICATION,4.3,1133501,4.7,10000000,Free,0.0,Everyone,Communication,2016-04-01,6.4.0.4,4.0 and up,0.1772660982370803,,,
Lightning Web Browser,COMMUNICATION,4.1,12578,2.3,500000,Free,0.0,Everyone,Communication,2017-07-10,4.5.1,4.0 and up,0.0,,,
Web Browser,COMMUNICATION,4.2,10965,2.3,500000,Free,0.0,Everyone,Communication,2015-02-02,2.0,3.0 and up,0.0,,,
Contacts+,COMMUNICATION,4.2,190613,11.0,10000000,Free,0.0,Everyone,Communication,2018-07-31,5.85.1,4.0.3 and up,0.4108145831994516,,,
ExDialer - Dialer & Contacts,COMMUNICATION,4.2,125232,2.7,10000000,Free,0.0,Everyone,Communication,2017-03-05,196,2.1 and up,0.2713527987019366,,,
Calls & Text by Mo+,COMMUNICATION,4.2,83239,14.0,5000000,Free,0.0,Everyone,Communication,2018-04-19,3.0.4,4.0 and up,0.4666666666666666,,,
PHONE for Google Voice & GTalk,COMMUNICATION,4.3,72065,13.0,1000000,Free,0.0,Everyone,Communication,2018-04-18,3.0.7,4.0 and up,0.0,,,
Safest Call Blocker,COMMUNICATION,4.4,27540,3.7,1000000,Free,0.0,Everyone,Communication,2018-01-05,1.26.001,4.0 and up,0.0,,,
Full Screen Caller ID,COMMUNICATION,4.2,104990,10.0,5000000,Free,0.0,Everyone,Communication,2018-05-15,3.5.0,4.0.3 and up,0.3455761241446725,,,
Hiya - Caller ID & Block,COMMUNICATION,4.4,177703,13.0,10000000,Free,0.0,Mature 17+,Communication,2018-07-25,8.1.2-6310,5.0 and up,0.0,,,
Call Blocker,COMMUNICATION,4.1,17529,10.0,1000000,Free,0.0,Everyone,Communication,2018-07-26,5.86,4.0.3 and up,0.0279725829725829,,,
Mr. Number-Block calls & spam,COMMUNICATION,4.2,177263,13.0,10000000,Free,0.0,Mature 17+,Communication,2018-07-13,5.1.2-6310,5.0 and up,0.0,,,
Should I Answer?,COMMUNICATION,4.8,237468,8.8,1000000,Free,0.0,Everyone,Communication,2018-07-26,2018.1.715,4.0 and up,0.0,,,
RocketDial Dialer & Contacts,COMMUNICATION,4.4,32254,5.5,1000000,Free,0.0,Everyone,Communication,2017-12-04,3.9.7,2.1 and up,0.0,,,
"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,4.4,483565,20.0,10000000,Free,0.0,Everyone,Communication,2018-07-29,1.286,4.1 and up,0.3907407407407408,,,
Whoscall - Caller ID & Block,COMMUNICATION,4.4,552441,29.0,10000000,Free,0.0,Everyone,Communication,2018-08-01,6.19.1,4.1 and up,0.0,,,
Call Control - Call Blocker,COMMUNICATION,4.4,93825,11.0,5000000,Free,0.0,Everyone,Communication,2018-07-05,2.17.3,4.1 and up,-0.0416666666666666,,,
Video Caller Id,COMMUNICATION,4.2,15287,17.0,1000000,Free,0.0,Everyone,Communication,2018-01-24,2.2.245,4.0.3 and up,0.0,,,
Sync.ME – Caller ID & Block,COMMUNICATION,4.5,205739,17.0,5000000,Free,0.0,Everyone,Communication,2018-07-26,4.5.4,4.1 and up,0.0,,,
Caller ID +,COMMUNICATION,4.0,9498,118.0,1000000,Free,0.0,Everyone,Communication,2016-06-07,5.28.0,2.3 and up,0.35,,,
Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4188142,16.0,100000000,Free,0.0,Everyone,Communication,2018-07-18,5.29.3,4.4 and up,0.0,,,
K-9 Mail,COMMUNICATION,4.2,88427,5.1,5000000,Free,0.0,Everyone,Communication,2018-01-06,5.403,4.0.3 and up,0.0,,,
Email TypeApp - Mail App,COMMUNICATION,4.6,183374,44.0,1000000,Free,0.0,Everyone,Communication,2018-08-01,1.9.4.74,4.1 and up,0.0,,,
All Email Providers,COMMUNICATION,4.1,20901,7.3,1000000,Free,0.0,Everyone,Communication,2018-04-03,5.0.9,4.1 and up,0.215,,,
"Newton Mail - Email App for Gmail, Outlook, IMAP",COMMUNICATION,4.0,122595,30.0,1000000,Free,0.0,Everyone,Communication,2018-07-19,9.8.376,5.0 and up,0.0,,,
GO Notifier,COMMUNICATION,4.2,124346,695.0,10000000,Free,0.0,Everyone,Communication,2014-07-06,2.8,2.0 and up,0.0675195892751039,,,
Mail1Click - Secure Mail,COMMUNICATION,4.1,255,1.6,10000,Free,0.0,Everyone,Communication,2017-04-11,2.3,2.2 and up,0.0,,,
Daum Mail - Next Mail,COMMUNICATION,4.3,41420,19.0,5000000,Free,0.0,Everyone,Communication,2018-06-21,3.2.0,4.0 and up,0.0,,,
imo free video calls and chat,COMMUNICATION,4.3,4785988,11.0,500000000,Free,0.0,Everyone,Communication,2018-06-08,9.8.000000010501,4.0 and up,0.0,3.82,317.0,0.0
Vonage Mobile® Call Video Text,COMMUNICATION,4.1,29208,23.0,1000000,Free,0.0,Everyone,Communication,2016-09-28,2.9.8,2.3.3 and up,0.0,,,
JusTalk - Free Video Calls and Fun Video Chat,COMMUNICATION,4.6,191032,26.0,5000000,Free,0.0,Everyone,Communication,2018-08-04,7.2.29,4.0.3 and up,0.0,,,
Calculator,DATING,2.6,57,6.2,1000,Paid,6.99,Everyone,Dating,2017-10-25,1.1.6,4.0 and up,0.0,,,
AMBW Dating App: Asian Men Black Women Interracial,DATING,3.5,2,17.0,100,Paid,7.99,Mature 17+,Dating,2017-01-21,1.0.1,4.0 and up,0.0,,,
OkCupid Dating,DATING,4.1,285726,15.0,10000000,Free,0.0,Mature 17+,Dating,2018-07-30,11.10.1,4.1 and up,0.0,,,
"Hily: Dating, Chat, Match, Meet & Hook up",DATING,4.1,2556,56.0,100000,Free,0.0,Mature 17+,Dating,2018-08-01,2.5.2,4.1 and up,0.0337785947712418,,,
Hinge: Dating & Relationships,DATING,4.2,7779,12.0,500000,Free,0.0,Mature 17+,Dating,2018-08-03,6.1.3,5.0 and up,0.1567988023785125,,,
Casual Dating & Adult Singles - Joyride,DATING,4.5,61637,11.0,5000000,Free,0.0,Mature 17+,Dating,2018-07-31,4.17.2,4.1 and up,0.0,,,
